Date,time,Out Temp.,Out hum.,Wind Dir.,Wind speed,SL Pressure,In T.,Today rain
25-07-2021,13:10,31.1,29%,247(SW),3.2 km/h,1011.8 hpa,30.2º,0.0 mm
25-07-2021,13:05,30.7,29%,247(SW),3.2 km/h,1011.9 hpa,30.2º,0.0 mm
25-07-2021,13:00,30.4,30%,315(NW),3.2 km/h,1012.0 hpa,30.2º,0.0 mm
25-07-2021,12:55,30.6,29%,315(NW),6.4 km/h,1012.1 hpa,30.1º,0.0 mm
25-07-2021,12:50,30.5,29%,000 (N),4.8 km/h,1012.1 hpa,30.1º,0.0 mm
25-07-2021,12:45,30.3,30%,337(NW),3.2 km/h,1012.1 hpa,30.1º,0.0 mm
25-07-2021,12:40,30.1,31%,022 (N),4.8 km/h,1012.3 hpa,30.1º,0.0 mm
25-07-2021,12:35,29.9,32%,022 (N),1.6 km/h,1012.3 hpa,30.1º,0.0 mm
25-07-2021,12:30,29.7,33%,000 (N),3.2 km/h,1012.3 hpa,30.1º,0.0 mm
25-07-2021,12:25,29.6,34%,000 (N),3.2 km/h,1012.3 hpa,30.1º,0.0 mm
25-07-2021,12:20,29.0,36%,045(NE),1.6 km/h,1012.3 hpa,30.1º,0.0 mm
25-07-2021,12:15,28.6,36%,000 (N),3.2 km/h,1012.4 hpa,29.9º,0.0 mm
25-07-2021,12:10,28.6,36%,022 (N),6.4 km/h,1012.4 hpa,29.9º,0.0 mm
25-07-2021,12:05,28.5,37%,270 (W),4.8 km/h,1012.5 hpa,29.9º,0.0 mm
25-07-2021,12:00,28.6,37%,270 (W),3.2 km/h,1012.5 hpa,29.9º,0.0 mm
25-07-2021,11:55,28.6,38%,292 (W),1.6 km/h,1012.4 hpa,29.8º,0.0 mm
25-07-2021,11:50,28.3,38%,292 (W),1.6 km/h,1012.4 hpa,29.8º,0.0 mm
25-07-2021,11:45,27.9,40%,315(NW),1.6 km/h,1012.4 hpa,29.8º,0.0 mm
25-07-2021,11:40,27.7,40%,-,0.0 km/h,1012.4 hpa,29.8º,0.0 mm
25-07-2021,11:35,27.7,39%,315(NW),3.2 km/h,1012.4 hpa,29.7º,0.0 mm
25-07-2021,11:30,27.6,38%,292 (W),3.2 km/h,1012.3 hpa,29.7º,0.0 mm
25-07-2021,11:25,27.4,41%,000 (N),1.6 km/h,1012.3 hpa,29.7º,0.0 mm
25-07-2021,11:20,27.5,41%,337(NW),3.2 km/h,1012.4 hpa,29.7º,0.0 mm
25-07-2021,11:15,27.3,41%,337(NW),1.6 km/h,1012.3 hpa,29.6º,0.0 mm
25-07-2021,11:10,26.9,43%,-,0.0 km/h,1012.3 hpa,29.6º,0.0 mm
25-07-2021,11:05,26.8,43%,337(NW),3.2 km/h,1012.4 hpa,29.6º,0.0 mm
25-07-2021,11:00,26.7,43%,337(NW),3.2 km/h,1012.4 hpa,29.6º,0.0 mm
25-07-2021,10:55,26.4,44%,000 (N),3.2 km/h,1012.4 hpa,29.5º,0.0 mm
25-07-2021,10:50,26.3,44%,000 (N),4.8 km/h,1012.3 hpa,29.5º,0.0 mm
25-07-2021,10:45,26.5,44%,022 (N),3.2 km/h,1012.4 hpa,29.4º,0.0 mm
25-07-2021,10:40,26.3,45%,022 (N),1.6 km/h,1012.3 hpa,29.4º,0.0 mm
25-07-2021,10:35,25.8,46%,022 (N),3.2 km/h,1012.3 hpa,29.4º,0.0 mm
25-07-2021,10:30,25.6,46%,045(NE),3.2 km/h,1012.3 hpa,29.3º,0.0 mm
25-07-2021,10:25,25.4,46%,000 (N),6.4 km/h,1012.2 hpa,29.3º,0.0 mm
25-07-2021,10:20,25.4,46%,067(NE),1.6 km/h,1012.2 hpa,29.3º,0.0 mm
25-07-2021,10:15,25.3,47%,067(NE),3.2 km/h,1012.2 hpa,29.2º,0.0 mm
25-07-2021,10:10,25.3,47%,067(NE),1.6 km/h,1012.1 hpa,29.2º,0.0 mm
25-07-2021,10:05,25.1,48%,067(NE),3.2 km/h,1012.0 hpa,29.1º,0.0 mm
25-07-2021,10:00,24.9,49%,067(NE),1.6 km/h,1011.9 hpa,29.1º,0.0 mm
25-07-2021,09:55,24.5,50%,022 (N),1.6 km/h,1011.9 hpa,29.1º,0.0 mm
25-07-2021,09:50,24.0,51%,022 (N),1.6 km/h,1011.8 hpa,28.9º,0.0 mm
25-07-2021,09:45,23.6,52%,000 (N),3.2 km/h,1012.0 hpa,28.9º,0.0 mm
25-07-2021,09:40,23.3,53%,000 (N),4.8 km/h,1012.0 hpa,28.8º,0.0 mm
25-07-2021,09:35,23.0,55%,000 (N),3.2 km/h,1012.1 hpa,28.8º,0.0 mm
25-07-2021,09:30,22.7,55%,000 (N),6.4 km/h,1012.2 hpa,28.7º,0.0 mm
25-07-2021,09:25,22.6,56%,000 (N),8.0 km/h,1012.1 hpa,28.7º,0.0 mm
25-07-2021,09:20,22.6,56%,000 (N),6.4 km/h,1012.1 hpa,28.7º,0.0 mm
25-07-2021,09:15,22.6,55%,000 (N),8.0 km/h,1012.1 hpa,28.7º,0.0 mm
25-07-2021,09:10,22.5,55%,000 (N),6.4 km/h,1012.1 hpa,28.6º,0.0 mm
25-07-2021,09:05,22.2,55%,337(NW),4.8 km/h,1012.1 hpa,28.6º,0.0 mm
25-07-2021,09:00,22.0,55%,337(NW),8.0 km/h,1012.1 hpa,28.6º,0.0 mm
25-07-2021,08:55,21.8,55%,000 (N),4.8 km/h,1012.0 hpa,28.6º,0.0 mm
25-07-2021,08:50,21.7,55%,337(NW),6.4 km/h,1011.9 hpa,28.6º,0.0 mm
25-07-2021,08:45,21.7,54%,337(NW),6.4 km/h,1012.0 hpa,28.5º,0.0 mm
25-07-2021,08:40,21.6,53%,337(NW),8.0 km/h,1011.9 hpa,28.5º,0.0 mm
25-07-2021,08:35,21.7,52%,337(NW),8.0 km/h,1011.9 hpa,28.5º,0.0 mm
25-07-2021,08:30,21.9,51%,337(NW),6.4 km/h,1011.8 hpa,28.4º,0.0 mm
25-07-2021,08:25,22.0,51%,337(NW),3.2 km/h,1011.8 hpa,28.4º,0.0 mm
25-07-2021,08:20,21.9,53%,337(NW),1.6 km/h,1011.7 hpa,28.4º,0.0 mm
25-07-2021,08:15,21.9,54%,337(NW),1.6 km/h,1011.6 hpa,28.4º,0.0 mm
25-07-2021,08:10,21.8,56%,-,0.0 km/h,1011.6 hpa,28.4º,0.0 mm
25-07-2021,08:05,21.8,56%,-,0.0 km/h,1011.5 hpa,28.4º,0.0 mm
25-07-2021,08:00,21.8,55%,-,0.0 km/h,1011.3 hpa,28.4º,0.0 mm
25-07-2021,07:55,21.8,55%,-,0.0 km/h,1011.2 hpa,28.4º,0.0 mm
25-07-2021,07:50,21.9,54%,337(NW),1.6 km/h,1011.3 hpa,28.4º,0.0 mm
25-07-2021,07:45,22.0,52%,-,0.0 km/h,1011.3 hpa,28.4º,0.0 mm
25-07-2021,07:40,22.0,51%,337(NW),1.6 km/h,1011.3 hpa,28.4º,0.0 mm
25-07-2021,07:35,22.0,50%,337(NW),3.2 km/h,1011.3 hpa,28.5º,0.0 mm
25-07-2021,07:30,22.1,50%,337(NW),3.2 km/h,1011.2 hpa,28.5º,0.0 mm
25-07-2021,07:25,22.1,50%,337(NW),3.2 km/h,1011.3 hpa,28.5º,0.0 mm
25-07-2021,07:20,22.1,50%,337(NW),1.6 km/h,1011.3 hpa,28.5º,0.0 mm
25-07-2021,07:15,22.1,50%,000 (N),1.6 km/h,1011.3 hpa,28.5º,0.0 mm
25-07-2021,07:10,22.1,50%,000 (N),3.2 km/h,1011.3 hpa,28.5º,0.0 mm
25-07-2021,07:05,22.0,50%,000 (N),3.2 km/h,1011.3 hpa,28.5º,0.0 mm
25-07-2021,07:00,21.8,51%,000 (N),3.2 km/h,1011.3 hpa,28.5º,0.0 mm
25-07-2021,06:55,21.9,53%,000 (N),1.6 km/h,1011.3 hpa,28.5º,0.0 mm
25-07-2021,06:50,22.0,52%,000 (N),1.6 km/h,1011.3 hpa,28.6º,0.0 mm
25-07-2021,06:45,22.2,54%,-,0.0 km/h,1011.4 hpa,28.6º,0.0 mm
25-07-2021,06:40,22.5,54%,-,0.0 km/h,1011.4 hpa,28.6º,0.0 mm
25-07-2021,06:35,22.7,51%,-,0.0 km/h,1011.2 hpa,28.7º,0.0 mm
25-07-2021,06:30,22.8,48%,-,0.0 km/h,1011.3 hpa,28.7º,0.0 mm
25-07-2021,06:25,22.9,46%,-,0.0 km/h,1011.3 hpa,28.7º,0.0 mm
25-07-2021,06:20,22.9,45%,-,0.0 km/h,1011.2 hpa,28.7º,0.0 mm
25-07-2021,06:15,23.0,45%,000 (N),1.6 km/h,1011.2 hpa,28.7º,0.0 mm
25-07-2021,06:10,23.1,45%,-,0.0 km/h,1011.2 hpa,28.7º,0.0 mm
25-07-2021,06:05,23.1,45%,000 (N),3.2 km/h,1011.2 hpa,28.7º,0.0 mm
25-07-2021,06:00,23.1,44%,337(NW),4.8 km/h,1011.2 hpa,28.7º,0.0 mm
25-07-2021,05:55,23.2,44%,337(NW),6.4 km/h,1011.1 hpa,28.8º,0.0 mm
25-07-2021,05:50,23.3,44%,315(NW),4.8 km/h,1011.1 hpa,28.8º,0.0 mm
25-07-2021,05:45,23.4,43%,315(NW),6.4 km/h,1011.1 hpa,28.8º,0.0 mm
25-07-2021,05:40,23.4,43%,337(NW),6.4 km/h,1011.0 hpa,28.8º,0.0 mm
25-07-2021,05:35,23.5,43%,337(NW),6.4 km/h,1011.2 hpa,28.8º,0.0 mm
25-07-2021,05:30,23.5,43%,315(NW),4.8 km/h,1011.2 hpa,28.8º,0.0 mm
25-07-2021,05:25,23.5,43%,315(NW),3.2 km/h,1011.3 hpa,28.8º,0.0 mm
25-07-2021,05:20,23.6,42%,315(NW),4.8 km/h,1011.3 hpa,28.8º,0.0 mm
25-07-2021,05:15,23.6,42%,315(NW),6.4 km/h,1011.3 hpa,28.8º,0.0 mm
25-07-2021,05:10,23.7,42%,337(NW),4.8 km/h,1011.4 hpa,28.8º,0.0 mm
25-07-2021,05:05,23.8,41%,315(NW),3.2 km/h,1011.4 hpa,28.9º,0.0 mm
25-07-2021,05:00,23.9,41%,315(NW),3.2 km/h,1011.4 hpa,28.9º,0.0 mm
25-07-2021,04:55,24.1,41%,337(NW),3.2 km/h,1011.3 hpa,28.9º,0.0 mm
25-07-2021,04:50,24.1,41%,337(NW),4.8 km/h,1011.4 hpa,28.9º,0.0 mm
25-07-2021,04:45,24.1,41%,337(NW),4.8 km/h,1011.3 hpa,28.9º,0.0 mm
25-07-2021,04:40,24.2,41%,315(NW),4.8 km/h,1011.3 hpa,28.9º,0.0 mm
25-07-2021,04:35,24.1,41%,337(NW),3.2 km/h,1011.3 hpa,28.9º,0.0 mm
25-07-2021,04:30,24.2,40%,337(NW),3.2 km/h,1011.3 hpa,28.9º,0.0 mm
25-07-2021,04:25,24.3,40%,337(NW),1.6 km/h,1011.4 hpa,28.9º,0.0 mm
25-07-2021,04:20,24.3,40%,337(NW),1.6 km/h,1011.4 hpa,28.9º,0.0 mm
25-07-2021,04:15,24.5,39%,337(NW),1.6 km/h,1011.4 hpa,28.9º,0.0 mm
25-07-2021,04:10,24.6,39%,337(NW),1.6 km/h,1011.4 hpa,29.1º,0.0 mm
25-07-2021,04:05,24.7,39%,-,0.0 km/h,1011.4 hpa,29.1º,0.0 mm
25-07-2021,04:00,24.8,39%,-,0.0 km/h,1011.4 hpa,29.1º,0.0 mm
25-07-2021,03:55,24.9,39%,337(NW),1.6 km/h,1011.4 hpa,29.1º,0.0 mm
25-07-2021,03:50,25.0,38%,337(NW),1.6 km/h,1011.4 hpa,29.1º,0.0 mm
25-07-2021,03:45,25.1,38%,337(NW),1.6 km/h,1011.5 hpa,29.1º,0.0 mm
25-07-2021,03:40,25.2,38%,337(NW),1.6 km/h,1011.5 hpa,29.1º,0.0 mm
25-07-2021,03:35,25.2,38%,337(NW),1.6 km/h,1011.5 hpa,29.1º,0.0 mm
25-07-2021,03:30,25.2,38%,337(NW),1.6 km/h,1011.5 hpa,29.1º,0.0 mm
25-07-2021,03:25,25.2,39%,337(NW),1.6 km/h,1011.5 hpa,29.1º,0.0 mm
25-07-2021,03:20,25.2,39%,337(NW),3.2 km/h,1011.5 hpa,29.1º,0.0 mm
25-07-2021,03:15,25.2,40%,337(NW),1.6 km/h,1011.5 hpa,29.1º,0.0 mm
25-07-2021,03:10,25.2,42%,337(NW),1.6 km/h,1011.5 hpa,29.1º,0.0 mm
25-07-2021,03:05,25.2,41%,337(NW),1.6 km/h,1011.5 hpa,29.1º,0.0 mm
25-07-2021,03:00,25.1,41%,-,0.0 km/h,1011.5 hpa,29.1º,0.0 mm
25-07-2021,02:55,25.1,41%,-,0.0 km/h,1011.5 hpa,29.1º,0.0 mm
25-07-2021,02:50,25.2,43%,-,0.0 km/h,1011.4 hpa,29.1º,0.0 mm
25-07-2021,02:45,25.4,44%,-,0.0 km/h,1011.5 hpa,29.2º,0.0 mm
25-07-2021,02:40,25.7,42%,-,0.0 km/h,1011.4 hpa,29.2º,0.0 mm
25-07-2021,02:35,25.7,39%,337(NW),1.6 km/h,1011.4 hpa,29.2º,0.0 mm
25-07-2021,02:30,25.7,39%,337(NW),1.6 km/h,1011.4 hpa,29.2º,0.0 mm
25-07-2021,02:25,25.8,39%,-,0.0 km/h,1011.4 hpa,29.2º,0.0 mm
25-07-2021,02:20,26.1,38%,337(NW),1.6 km/h,1011.4 hpa,29.2º,0.0 mm
25-07-2021,02:15,26.7,37%,-,0.0 km/h,1011.3 hpa,29.2º,0.0 mm
25-07-2021,02:10,26.9,33%,-,0.0 km/h,1011.2 hpa,29.3º,0.0 mm
25-07-2021,02:05,27.1,33%,337(NW),1.6 km/h,1011.2 hpa,29.3º,0.0 mm
25-07-2021,02:00,27.2,33%,337(NW),1.6 km/h,1011.2 hpa,29.3º,0.0 mm
25-07-2021,01:55,27.2,33%,337(NW),1.6 km/h,1011.2 hpa,29.3º,0.0 mm
25-07-2021,01:50,27.3,33%,337(NW),4.8 km/h,1011.2 hpa,29.3º,0.0 mm
25-07-2021,01:45,27.4,32%,337(NW),4.8 km/h,1011.2 hpa,29.3º,0.0 mm
25-07-2021,01:40,27.4,32%,315(NW),4.8 km/h,1011.2 hpa,29.3º,0.0 mm
25-07-2021,01:35,27.5,32%,337(NW),4.8 km/h,1011.1 hpa,29.2º,0.0 mm
25-07-2021,01:30,27.5,32%,337(NW),3.2 km/h,1011.1 hpa,29.2º,0.0 mm
25-07-2021,01:25,27.6,32%,337(NW),4.8 km/h,1011.1 hpa,29.2º,0.0 mm
25-07-2021,01:20,27.6,31%,337(NW),6.4 km/h,1011.0 hpa,29.2º,0.0 mm
25-07-2021,01:15,27.7,31%,337(NW),6.4 km/h,1011.0 hpa,29.2º,0.0 mm
25-07-2021,01:10,27.7,31%,337(NW),6.4 km/h,1011.0 hpa,29.2º,0.0 mm
25-07-2021,01:05,27.8,31%,337(NW),6.4 km/h,1010.9 hpa,29.2º,0.0 mm
25-07-2021,01:00,27.9,30%,337(NW),6.4 km/h,1010.9 hpa,29.1º,0.0 mm
25-07-2021,00:55,28.0,30%,337(NW),8.0 km/h,1010.7 hpa,29.1º,0.0 mm
25-07-2021,00:50,28.0,30%,337(NW),8.0 km/h,1010.8 hpa,29.1º,0.0 mm
25-07-2021,00:45,28.1,30%,337(NW),6.4 km/h,1010.8 hpa,29.1º,0.0 mm
25-07-2021,00:40,28.0,30%,337(NW),8.0 km/h,1010.8 hpa,29.1º,0.0 mm
25-07-2021,00:35,28.0,29%,337(NW),8.0 km/h,1010.7 hpa,29.1º,0.0 mm
25-07-2021,00:30,28.0,29%,337(NW),8.0 km/h,1010.7 hpa,29.1º,0.0 mm
25-07-2021,00:25,28.1,29%,337(NW),6.4 km/h,1010.7 hpa,29.1º,0.0 mm
25-07-2021,00:20,28.1,29%,315(NW),6.4 km/h,1010.7 hpa,29.1º,0.0 mm
25-07-2021,00:15,28.1,29%,337(NW),6.4 km/h,1010.7 hpa,29.1º,0.0 mm
25-07-2021,00:10,28.2,29%,337(NW),6.4 km/h,1010.8 hpa,29.1º,0.0 mm
25-07-2021,00:05,28.2,30%,337(NW),8.0 km/h,1010.8 hpa,28.9º,0.0 mm
25-07-2021,00:00,28.2,30%,337(NW),8.0 km/h,1010.7 hpa,28.9º,0.0 mm
24-07-2021,23:55,28.1,31%,337(NW),8.0 km/h,1010.7 hpa,28.9º,0.0 mm
24-07-2021,23:50,27.9,32%,337(NW),6.4 km/h,1010.8 hpa,28.9º,0.0 mm
24-07-2021,23:45,27.8,35%,315(NW),4.8 km/h,1010.7 hpa,28.9º,0.0 mm
24-07-2021,23:40,27.7,36%,315(NW),4.8 km/h,1010.7 hpa,28.9º,0.0 mm
24-07-2021,23:35,27.7,37%,315(NW),4.8 km/h,1010.7 hpa,28.9º,0.0 mm
24-07-2021,23:30,27.6,38%,315(NW),4.8 km/h,1010.6 hpa,28.9º,0.0 mm
24-07-2021,23:25,27.6,39%,292 (W),4.8 km/h,1010.6 hpa,28.8º,0.0 mm
24-07-2021,23:20,27.7,40%,337(NW),4.8 km/h,1010.4 hpa,28.8º,0.0 mm
24-07-2021,23:15,27.7,40%,292 (W),3.2 km/h,1010.5 hpa,28.8º,0.0 mm
24-07-2021,23:10,27.7,40%,270 (W),3.2 km/h,1010.4 hpa,28.8º,0.0 mm
24-07-2021,23:05,27.8,40%,270 (W),4.8 km/h,1010.4 hpa,28.8º,0.0 mm
24-07-2021,23:00,28.0,39%,270 (W),4.8 km/h,1010.2 hpa,28.8º,0.0 mm
24-07-2021,22:55,28.2,39%,270 (W),6.4 km/h,1010.2 hpa,28.8º,0.0 mm
24-07-2021,22:50,28.3,39%,270 (W),3.2 km/h,1010.2 hpa,28.8º,0.0 mm
24-07-2021,22:45,28.4,38%,270 (W),3.2 km/h,1010.1 hpa,28.8º,0.0 mm
24-07-2021,22:40,28.5,38%,270 (W),4.8 km/h,1010.0 hpa,28.8º,0.0 mm
24-07-2021,22:35,28.6,38%,270 (W),6.4 km/h,1010.0 hpa,28.8º,0.0 mm
24-07-2021,22:30,28.7,38%,270 (W),6.4 km/h,1009.9 hpa,28.7º,0.0 mm
24-07-2021,22:25,28.8,38%,270 (W),6.4 km/h,1009.8 hpa,28.7º,0.0 mm
24-07-2021,22:20,28.9,37%,270 (W),4.8 km/h,1009.7 hpa,28.7º,0.0 mm
24-07-2021,22:15,28.9,37%,270 (W),4.8 km/h,1009.7 hpa,28.7º,0.0 mm
24-07-2021,22:10,28.9,37%,270 (W),6.4 km/h,1009.6 hpa,28.6º,0.0 mm
24-07-2021,22:05,29.1,37%,270 (W),8.0 km/h,1009.5 hpa,28.6º,0.0 mm
24-07-2021,22:00,29.2,36%,270 (W),8.0 km/h,1009.5 hpa,28.6º,0.0 mm
24-07-2021,21:55,29.4,36%,270 (W),8.0 km/h,1009.4 hpa,28.5º,0.0 mm
24-07-2021,21:50,29.6,35%,270 (W),8.0 km/h,1009.4 hpa,28.5º,0.0 mm
24-07-2021,21:45,29.7,35%,292 (W),4.8 km/h,1009.5 hpa,28.4º,0.0 mm
24-07-2021,21:40,29.8,35%,270 (W),8.0 km/h,1009.4 hpa,28.3º,0.0 mm
24-07-2021,21:35,29.8,34%,270 (W),9.7 km/h,1009.3 hpa,28.2º,0.0 mm
24-07-2021,21:30,30.0,34%,270 (W),9.7 km/h,1009.4 hpa,28.1º,0.0 mm
24-07-2021,21:25,30.2,34%,270 (W),11.3 km/h,1009.4 hpa,27.9º,0.0 mm
24-07-2021,21:20,30.3,33%,270 (W),14.5 km/h,1009.2 hpa,27.8º,0.0 mm
24-07-2021,21:15,30.6,32%,270 (W),14.5 km/h,1009.2 hpa,27.8º,0.0 mm
24-07-2021,21:10,30.8,32%,270 (W),12.9 km/h,1009.2 hpa,27.7º,0.0 mm
24-07-2021,21:05,31.0,31%,270 (W),12.9 km/h,1009.2 hpa,27.4º,0.0 mm
24-07-2021,21:00,31.3,30%,270 (W),16.1 km/h,1008.9 hpa,27.3º,0.0 mm
24-07-2021,20:55,31.6,30%,270 (W),14.5 km/h,1008.9 hpa,27.2º,0.0 mm
24-07-2021,20:50,31.8,29%,270 (W),12.9 km/h,1008.8 hpa,27.2º,0.0 mm
24-07-2021,20:45,32.1,29%,270 (W),16.1 km/h,1008.8 hpa,27.3º,0.0 mm
24-07-2021,20:40,32.3,29%,270 (W),9.7 km/h,1008.8 hpa,27.4º,0.0 mm
24-07-2021,20:35,32.3,28%,270 (W),11.3 km/h,1008.9 hpa,27.6º,0.0 mm
24-07-2021,20:30,32.5,28%,270 (W),11.3 km/h,1008.9 hpa,27.6º,0.0 mm
24-07-2021,20:25,32.6,28%,270 (W),12.9 km/h,1008.8 hpa,27.4º,0.0 mm
24-07-2021,20:20,32.8,27%,270 (W),14.5 km/h,1008.9 hpa,27.3º,0.0 mm
24-07-2021,20:15,32.9,27%,270 (W),14.5 km/h,1008.9 hpa,27.3º,0.0 mm
24-07-2021,20:10,33.0,26%,270 (W),16.1 km/h,1008.8 hpa,27.4º,0.0 mm
24-07-2021,20:05,33.1,26%,270 (W),14.5 km/h,1008.8 hpa,27.6º,0.0 mm
24-07-2021,20:00,33.2,26%,270 (W),12.9 km/h,1008.8 hpa,27.6º,0.0 mm
24-07-2021,19:55,33.3,26%,270 (W),12.9 km/h,1008.7 hpa,27.4º,0.0 mm
24-07-2021,19:50,33.4,25%,270 (W),16.1 km/h,1008.8 hpa,27.3º,0.0 mm
24-07-2021,19:45,33.7,25%,270 (W),12.9 km/h,1008.9 hpa,27.3º,0.0 mm
24-07-2021,19:40,33.8,26%,247(SW),11.3 km/h,1008.8 hpa,27.4º,0.0 mm
24-07-2021,19:35,33.8,25%,270 (W),16.1 km/h,1008.8 hpa,27.6º,0.0 mm
24-07-2021,19:30,34.0,25%,270 (W),14.5 km/h,1008.8 hpa,27.6º,0.0 mm
24-07-2021,19:25,34.2,25%,270 (W),14.5 km/h,1008.8 hpa,27.3º,0.0 mm
24-07-2021,19:20,34.5,24%,270 (W),19.3 km/h,1008.7 hpa,27.3º,0.0 mm
24-07-2021,19:15,35.1,24%,270 (W),16.1 km/h,1008.8 hpa,27.3º,0.0 mm
24-07-2021,19:10,35.7,23%,270 (W),14.5 km/h,1008.7 hpa,27.4º,0.0 mm
24-07-2021,19:05,36.3,22%,270 (W),11.3 km/h,1008.8 hpa,27.6º,0.0 mm
24-07-2021,19:00,36.7,13%,270 (W),11.3 km/h,1008.8 hpa,27.6º,0.0 mm
24-07-2021,18:55,36.4,14%,270 (W),8.0 km/h,1008.8 hpa,27.4º,0.0 mm
24-07-2021,18:50,36.0,20%,157(SE),3.2 km/h,1008.8 hpa,27.3º,0.0 mm
24-07-2021,18:45,35.5,20%,090 (E),3.2 km/h,1008.8 hpa,27.3º,0.0 mm
24-07-2021,18:40,35.1,22%,090 (E),6.4 km/h,1008.8 hpa,27.4º,0.0 mm
24-07-2021,18:35,34.7,27%,090 (E),6.4 km/h,1009.2 hpa,27.6º,0.0 mm
24-07-2021,18:30,34.6,27%,067(NE),8.0 km/h,1009.1 hpa,27.6º,0.0 mm
24-07-2021,18:25,34.7,26%,090 (E),9.7 km/h,1009.1 hpa,27.4º,0.0 mm
24-07-2021,18:20,34.6,24%,045(NE),8.0 km/h,1008.9 hpa,27.3º,0.0 mm
24-07-2021,18:15,34.4,25%,090 (E),11.3 km/h,1009.1 hpa,27.2º,0.0 mm
24-07-2021,18:10,34.4,26%,090 (E),12.9 km/h,1008.9 hpa,27.3º,0.0 mm
24-07-2021,18:05,34.3,24%,090 (E),9.7 km/h,1008.9 hpa,27.3º,0.0 mm
24-07-2021,18:00,34.3,24%,022 (N),9.7 km/h,1009.0 hpa,27.4º,0.0 mm
24-07-2021,17:55,34.2,24%,067(NE),11.3 km/h,1009.3 hpa,27.3º,0.0 mm
24-07-2021,17:50,34.1,26%,090 (E),11.3 km/h,1009.4 hpa,27.1º,0.0 mm
24-07-2021,17:45,33.8,27%,112 (E),17.7 km/h,1009.3 hpa,26.9º,0.0 mm
24-07-2021,17:40,34.7,25%,090 (E),9.7 km/h,1009.5 hpa,26.9º,0.0 mm
24-07-2021,17:35,34.9,25%,045(NE),9.7 km/h,1009.4 hpa,27.0º,0.0 mm
24-07-2021,17:30,35.2,23%,045(NE),9.7 km/h,1009.6 hpa,27.0º,0.0 mm
24-07-2021,17:25,35.3,22%,090 (E),6.4 km/h,1009.6 hpa,27.0º,0.0 mm
24-07-2021,17:20,35.4,22%,022 (N),6.4 km/h,1009.6 hpa,27.1º,0.0 mm
24-07-2021,17:15,35.6,22%,045(NE),6.4 km/h,1009.7 hpa,27.1º,0.0 mm
24-07-2021,17:10,35.7,22%,045(NE),6.4 km/h,1009.7 hpa,27.1º,0.0 mm
24-07-2021,17:05,35.3,21%,045(NE),6.4 km/h,1009.7 hpa,27.2º,0.0 mm
24-07-2021,17:00,34.9,21%,090 (E),6.4 km/h,1009.7 hpa,27.2º,0.0 mm
24-07-2021,16:55,35.2,21%,090 (E),6.4 km/h,1009.7 hpa,27.2º,0.0 mm
24-07-2021,16:50,35.1,21%,112 (E),4.8 km/h,1009.8 hpa,27.3º,0.0 mm
24-07-2021,16:45,35.2,21%,112 (E),3.2 km/h,1010.0 hpa,27.3º,0.0 mm
24-07-2021,16:40,35.2,22%,090 (E),3.2 km/h,1010.0 hpa,27.4º,0.0 mm
24-07-2021,16:35,35.1,22%,180 (S),3.2 km/h,1010.1 hpa,27.4º,0.0 mm
24-07-2021,16:30,34.9,22%,180 (S),3.2 km/h,1010.1 hpa,27.6º,0.0 mm
24-07-2021,16:25,34.9,22%,090 (E),4.8 km/h,1010.2 hpa,27.7º,0.0 mm
24-07-2021,16:20,34.8,22%,067(NE),3.2 km/h,1010.3 hpa,27.8º,0.0 mm
24-07-2021,16:15,34.6,23%,157(SE),4.8 km/h,1010.2 hpa,27.8º,0.0 mm
24-07-2021,16:10,34.4,23%,157(SE),4.8 km/h,1010.3 hpa,27.8º,0.0 mm
24-07-2021,16:05,34.4,23%,180 (S),3.2 km/h,1010.1 hpa,27.9º,0.0 mm
24-07-2021,16:00,34.3,24%,090 (E),4.8 km/h,1010.3 hpa,28.1º,0.0 mm
24-07-2021,15:55,34.3,23%,135(SE),3.2 km/h,1010.4 hpa,28.2º,0.0 mm
24-07-2021,15:50,34.4,23%,090 (E),4.8 km/h,1010.5 hpa,28.3º,0.0 mm
24-07-2021,15:45,34.9,23%,022 (N),6.4 km/h,1010.5 hpa,28.4º,0.0 mm
24-07-2021,15:40,35.4,22%,225(SW),4.8 km/h,1010.5 hpa,28.5º,0.0 mm
24-07-2021,15:35,35.3,17%,180 (S),4.8 km/h,1010.5 hpa,28.6º,0.0 mm
24-07-2021,15:30,35.3,16%,292 (W),3.2 km/h,1010.5 hpa,28.7º,0.0 mm
24-07-2021,15:25,35.1,17%,270 (W),3.2 km/h,1010.6 hpa,28.8º,0.0 mm
24-07-2021,15:20,35.2,16%,270 (W),6.4 km/h,1010.6 hpa,28.9º,0.0 mm
24-07-2021,15:15,35.1,16%,270 (W),3.2 km/h,1010.6 hpa,29.1º,0.0 mm
24-07-2021,15:10,34.9,15%,270 (W),3.2 km/h,1010.8 hpa,29.2º,0.0 mm
24-07-2021,15:05,34.6,16%,000 (N),4.8 km/h,1010.7 hpa,29.2º,0.0 mm
24-07-2021,15:00,34.3,15%,270 (W),6.4 km/h,1010.8 hpa,29.1º,0.0 mm
24-07-2021,14:55,34.4,14%,292 (W),6.4 km/h,1010.8 hpa,29.1º,0.0 mm
24-07-2021,14:50,34.6,14%,270 (W),6.4 km/h,1010.9 hpa,29.2º,0.0 mm
